"date","game_pk","day_night","team","win_indicator","league","division"
"2023-04-30",718365,"day","Milwaukee Brewers",0,"National League","NL Central"
"2023-04-30",718356,"day","Texas Rangers",1,"American League","AL West"
"2023-04-30",718358,"day","Colorado Rockies",1,"National League","NL West"
"2023-04-30",718368,"day","San Diego Padres",1,"National League","NL West"
"2023-04-30",718357,"day","Oakland Athletics",1,"American League","AL West"
"2023-04-30",718359,"day","Los Angeles Dodgers",1,"National League","NL West"
"2023-04-30",718354,"night","Houston Astros",1,"American League","AL West"
"2023-05-01",718352,"day","New York Mets",0,"National League","NL East"
"2023-05-01",718361,"day","New York Mets",1,"National League","NL East"
"2023-05-01",718349,"night","Washington Nationals",0,"National League","NL East"
"2023-05-01",718351,"night","New York Yankees",0,"American League","AL East"
"2023-05-01",718353,"night","Boston Red Sox",1,"American League","AL East"
"2023-05-01",718350,"night","Houston Astros",1,"American League","AL West"
"2023-05-01",718345,"night","San Diego Padres",1,"National League","NL West"
"2023-05-01",718343,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-02",718347,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-05-02",718346,"night","Miami Marlins",0,"National League","NL East"
"2023-05-02",718344,"night","Washington Nationals",1,"National League","NL East"
"2023-05-02",718339,"night","New York Yankees",1,"American League","AL East"
"2023-05-02",718341,"night","Boston Red Sox",1,"American League","AL East"
"2023-05-02",718340,"night","Chicago White Sox",1,"American League","AL Central"
"2023-05-02",718336,"night","Kansas City Royals",0,"American League","AL Central"
"2023-05-02",718338,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-02",718342,"night","Texas Rangers",1,"American League","AL West"
"2023-05-02",718337,"night","Houston Astros",0,"American League","AL West"
"2023-05-02",718334,"night","Colorado Rockies",1,"National League","NL West"
"2023-05-02",718335,"night","San Diego Padres",0,"National League","NL West"
"2023-05-02",718332,"night","Oakland Athletics",0,"American League","AL West"
"2023-05-02",718331,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-03",718348,"day","Detroit Tigers",1,"American League","AL Central"
"2023-05-03",718329,"night","Detroit Tigers",1,"American League","AL Central"
"2023-05-03",718325,"day","Texas Rangers",0,"American League","AL West"
"2023-05-03",718326,"day","Houston Astros",0,"American League","AL West"
"2023-05-03",718330,"day","San Diego Padres",1,"National League","NL West"
"2023-05-03",718327,"day","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-03",718328,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-05-03",718321,"night","Miami Marlins",0,"National League","NL East"
"2023-05-03",718333,"night","Washington Nationals",1,"National League","NL East"
"2023-05-03",718324,"night","New York Yankees",1,"American League","AL East"
"2023-05-03",718323,"night","Boston Red Sox",1,"American League","AL East"
"2023-05-03",718322,"night","Chicago White Sox",1,"American League","AL Central"
"2023-05-03",718314,"night","Kansas City Royals",1,"American League","AL Central"
"2023-05-03",718320,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-03",718315,"night","Colorado Rockies",1,"National League","NL West"
"2023-05-03",718319,"night","Oakland Athletics",0,"American League","AL West"
"2023-05-04",718317,"day","Washington Nationals",1,"National League","NL East"
"2023-05-04",718318,"day","Detroit Tigers",1,"American League","AL Central"
"2023-05-04",718309,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-05-04",718311,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-04",718312,"day","Kansas City Royals",0,"American League","AL Central"
"2023-05-04",718310,"day","Chicago White Sox",0,"American League","AL Central"
"2023-05-04",718313,"day","Colorado Rockies",1,"National League","NL West"
"2023-05-04",718304,"day","Oakland Athletics",0,"American League","AL West"
"2023-05-04",718308,"day","Miami Marlins",0,"National League","NL East"
"2023-05-04",718316,"night","Boston Red Sox",1,"American League","AL East"
"2023-05-05",718303,"day","Chicago Cubs",1,"National League","NL Central"
"2023-05-05",718307,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-05",718305,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-05-05",718300,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-05-05",718301,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-05-05",718302,"night","New York Mets",1,"National League","NL East"
"2023-05-05",718306,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-05-05",718298,"night","Atlanta Braves",0,"National League","NL East"
"2023-05-05",718299,"night","Kansas City Royals",0,"American League","AL Central"
"2023-05-05",718292,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-05",718294,"night","Los Angeles Angels",1,"American League","AL West"
"2023-05-05",718296,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-05",718295,"night","San Diego Padres",1,"National League","NL West"
"2023-05-05",718297,"night","Seattle Mariners",0,"American League","AL West"
"2023-05-05",718293,"night","San Francisco Giants",1,"National League","NL West"
"2023-05-06",718288,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-06",718289,"day","Chicago Cubs",1,"National League","NL Central"
"2023-05-06",718290,"day","New York Mets",0,"National League","NL East"
"2023-05-06",718291,"day","Tampa Bay Rays",0,"American League","AL East"
"2023-05-06",718285,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-05-06",718286,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-06",718281,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-05-06",718280,"night","Kansas City Royals",0,"American League","AL Central"
"2023-05-06",718284,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-05-06",718283,"night","Atlanta Braves",1,"National League","NL East"
"2023-05-06",718287,"day","San Francisco Giants",1,"National League","NL West"
"2023-05-06",718282,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-06",718279,"night","San Diego Padres",0,"National League","NL West"
"2023-05-06",718275,"night","Los Angeles Angels",0,"American League","AL West"
"2023-05-06",718274,"night","Seattle Mariners",1,"American League","AL West"
"2023-05-07",718277,"day","Atlanta Braves",1,"National League","NL East"
"2023-05-07",718278,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-07",718270,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-05-07",718276,"day","New York Mets",0,"National League","NL East"
"2023-05-07",718273,"day","Cleveland Guardians",1,"American League","AL Central"
"2023-05-07",718271,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-05-07",718268,"day","Kansas City Royals",1,"American League","AL Central"
"2023-05-07",718272,"day","St. Louis Cardinals",1,"National League","NL Central"
"2023-05-07",718269,"day","Chicago Cubs",0,"National League","NL Central"
"2023-05-07",718267,"day","San Francisco Giants",0,"National League","NL West"
"2023-05-07",718264,"day","Los Angeles Angels",0,"American League","AL West"
"2023-05-07",718263,"day","Arizona Diamondbacks",0,"National League","NL West"
"2023-05-07",718265,"day","Seattle Mariners",1,"American League","AL West"
"2023-05-07",718262,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-05-07",718266,"day","San Diego Padres",0,"National League","NL West"
"2023-05-08",718261,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-05-08",718258,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-05-08",718259,"night","Baltimore Orioles",0,"American League","AL East"
"2023-05-08",718255,"night","New York Yankees",1,"American League","AL East"
"2023-05-08",718256,"night","Chicago Cubs",0,"National League","NL Central"
"2023-05-08",718253,"night","Kansas City Royals",1,"American League","AL Central"
"2023-05-08",718257,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-05-08",718254,"night","Los Angeles Angels",1,"American League","AL West"
"2023-05-08",718251,"night","Seattle Mariners",0,"American League","AL West"
"2023-05-08",718249,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-08",718260,"night","San Francisco Giants",0,"National League","NL West"
"2023-05-09",718248,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-05-09",718252,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-09",718246,"night","Baltimore Orioles",1,"American League","AL East"
"2023-05-09",718243,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-05-09",718244,"night","Philadelphia Phillies",1,"National League","NL East"
"2023-05-09",718247,"night","New York Yankees",1,"American League","AL East"
"2023-05-09",718245,"night","Atlanta Braves",1,"National League","NL East"
"2023-05-09",718240,"night","Chicago Cubs",0,"National League","NL Central"
"2023-05-09",718242,"night","Minnesota Twins",0,"American League","AL Central"
"2023-05-09",718238,"night","Kansas City Royals",0,"American League","AL Central"
"2023-05-09",718241,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-05-09",718237,"night","Los Angeles Angels",0,"American League","AL West"
"2023-05-09",718239,"night","Seattle Mariners",1,"American League","AL West"
"2023-05-09",718236,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-05-09",718250,"night","San Francisco Giants",1,"National League","NL West"
"2023-05-10",718231,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-10",718232,"day","New York Yankees",1,"American League","AL East"
"2023-05-10",718234,"day","Cleveland Guardians",0,"American League","AL Central"
"2023-05-10",718228,"day","Milwaukee Brewers",0,"National League","NL Central"
"2023-05-10",718229,"day","Seattle Mariners",0,"American League","AL West"
"2023-05-10",718226,"day","Arizona Diamondbacks",0,"National League","NL West"
"2023-05-10",718230,"day","San Francisco Giants",0,"National League","NL West"
"2023-05-10",718233,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-05-10",718235,"day","Los Angeles Angels",0,"American League","AL West"
"2023-05-10",718227,"night","Baltimore Orioles",1,"American League","AL East"
"2023-05-10",718225,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-05-10",718220,"night","Atlanta Braves",0,"National League","NL East"
"2023-05-10",718221,"night","Chicago Cubs",1,"National League","NL Central"
"2023-05-10",718224,"night","Minnesota Twins",1,"American League","AL Central"
"2023-05-10",718222,"night","Kansas City Royals",1,"American League","AL Central"
"2023-05-11",718223,"day","Cincinnati Reds",1,"National League","NL Central"
"2023-05-11",718216,"day","Minnesota Twins",1,"American League","AL Central"
"2023-05-11",718218,"day","Kansas City Royals",1,"American League","AL Central"
"2023-05-11",718219,"night","New York Yankees",0,"American League","AL East"
"2023-05-11",718215,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-05-11",718217,"night","Oakland Athletics",0,"American League","AL West"
"2023-05-12",718208,"night","Detroit Tigers",0,"American League","AL Central"
"2023-05-12",718212,"night","Miami Marlins",0,"National League","NL East"
"2023-05-12",718214,"night","Washington Nationals",0,"National League","NL East"
"2023-05-12",718213,"night","Baltimore Orioles",1,"American League","AL East"
"2023-05-12",718210,"night","New York Yankees",1,"American League","AL East"
"2023-05-12",718206,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-05-12",718205,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-05-12",718211,"night","Boston Red Sox",0,"American League","AL East"
"2023-05-12",718209,"night","Minnesota Twins",0,"American League","AL Central"
"2023-05-12",718207,"night","Chicago White Sox",0,"American League","AL Central"
"2023-05-12",718204,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-05-12",718202,"night","Colorado Rockies",0,"National League","NL West"
"2023-05-12",718199,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-12",718200,"night","Oakland Athletics",1,"American League","AL West"
"2023-05-12",718201,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-13",718197,"day","New York Yankees",1,"American League","AL East"
"2023-05-13",718194,"day","Detroit Tigers",0,"American League","AL Central"
"2023-05-13",718198,"day","Miami Marlins",0,"National League","NL East"
"2023-05-13",718195,"day","Minnesota Twins",1,"American League","AL Central"
"2023-05-13",718192,"day","Toronto Blue Jays",1,"American League","AL East"
"2023-05-13",718203,"day","Washington Nationals",1,"National League","NL East"
"2023-05-13",718190,"day","Oakland Athletics",0,"American League","AL West"
"2023-05-13",718196,"day","Boston Red Sox",0,"American League","AL East"
"2023-05-13",718191,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-05-13",718193,"night","Baltimore Orioles",1,"American League","AL East"
"2023-05-13",718183,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-05-13",718185,"day","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-13",718189,"night","Chicago White Sox",1,"American League","AL Central"
"2023-05-13",718184,"night","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-13",718188,"night","Colorado Rockies",0,"National League","NL West"
"2023-05-14",718182,"day","Cleveland Guardians",1,"American League","AL Central"
"2023-05-14",718203,"day","Washington Nationals",1,"National League","NL East"
"2023-05-14",718179,"day","Baltimore Orioles",0,"American League","AL East"
"2023-05-14",718180,"day","New York Yankees",0,"American League","AL East"
"2023-05-14",718181,"day","Toronto Blue Jays",1,"American League","AL East"
"2023-05-14",718173,"day","Detroit Tigers",1,"American League","AL Central"
"2023-05-14",718178,"day","Miami Marlins",1,"National League","NL East"
"2023-05-14",718175,"day","Minnesota Twins",1,"American League","AL Central"
"2023-05-14",718176,"day","Chicago White Sox",0,"American League","AL Central"
"2023-05-14",718177,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-05-14",718174,"day","Colorado Rockies",1,"National League","NL West"
"2023-05-14",718172,"day","Oakland Athletics",0,"American League","AL West"
"2023-05-14",718168,"day","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-14",718169,"day","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-14",718186,"day","Washington Nationals",0,"National League","NL East"
"2023-05-14",718187,"night","Boston Red Sox",0,"American League","AL East"
"2023-05-15",718167,"day","Washington Nationals",1,"National League","NL East"
"2023-05-15",718171,"night","Baltimore Orioles",0,"American League","AL East"
"2023-05-15",718164,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-05-15",718163,"night","Boston Red Sox",0,"American League","AL East"
"2023-05-15",718166,"night","St. Louis Cardinals",1,"National League","NL Central"
"2023-05-15",718165,"night","Texas Rangers",0,"American League","AL West"
"2023-05-15",718158,"night","Houston Astros",1,"American League","AL West"
"2023-05-15",718161,"night","Colorado Rockies",1,"National League","NL West"
"2023-05-15",718160,"night","Oakland Athletics",0,"American League","AL West"
"2023-05-15",718162,"night","San Diego Padres",1,"National League","NL West"
"2023-05-15",718170,"night","San Francisco Giants",1,"National League","NL West"
"2023-05-15",718159,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-16",718154,"night","Baltimore Orioles",1,"American League","AL East"
"2023-05-16",718155,"night","Detroit Tigers",1,"American League","AL Central"
"2023-05-16",718153,"night","Miami Marlins",1,"National League","NL East"
"2023-05-16",718157,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-05-16",718149,"night","Boston Red Sox",1,"American League","AL East"
"2023-05-16",718150,"night","New York Mets",0,"National League","NL East"
"2023-05-16",718151,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-16",718148,"night","Texas Rangers",1,"American League","AL West"
"2023-05-16",718152,"night","Houston Astros",1,"American League","AL West"
"2023-05-16",718147,"night","Chicago White Sox",1,"American League","AL Central"
"2023-05-16",718145,"night","Colorado Rockies",0,"National League","NL West"
"2023-05-16",718146,"night","Oakland Athletics",1,"American League","AL West"
"2023-05-16",718144,"night","San Diego Padres",0,"National League","NL West"
"2023-05-16",718156,"night","San Francisco Giants",1,"National League","NL West"
"2023-05-16",718141,"night","Los Angeles Dodgers",0,"National League","NL West"
"2023-05-17",718142,"day","Detroit Tigers",0,"American League","AL Central"
"2023-05-17",718138,"day","Colorado Rockies",1,"National League","NL West"
"2023-05-17",718136,"day","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-17",718139,"day","Oakland Athletics",0,"American League","AL West"
"2023-05-17",718143,"day","San Francisco Giants",1,"National League","NL West"
"2023-05-17",718140,"day","San Diego Padres",0,"National League","NL West"
"2023-05-17",718137,"night","Baltimore Orioles",1,"American League","AL East"
"2023-05-17",718132,"night","Miami Marlins",1,"National League","NL East"
"2023-05-17",718134,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-05-17",718133,"night","Boston Red Sox",1,"American League","AL East"
"2023-05-17",718135,"night","New York Mets",1,"National League","NL East"
"2023-05-17",718131,"night","St. Louis Cardinals",1,"National League","NL Central"
"2023-05-17",718126,"night","Texas Rangers",0,"American League","AL West"
"2023-05-17",718127,"night","Houston Astros",1,"American League","AL West"
"2023-05-17",718129,"night","Chicago White Sox",1,"American League","AL Central"
"2023-05-18",718128,"day","Baltimore Orioles",0,"American League","AL East"
"2023-05-18",718122,"day","New York Mets",1,"National League","NL East"
"2023-05-18",718130,"day","Miami Marlins",1,"National League","NL East"
"2023-05-18",718125,"day","Chicago White Sox",0,"American League","AL Central"
"2023-05-18",718121,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-05-18",718124,"night","St. Louis Cardinals",1,"National League","NL Central"
"2023-05-19",718118,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-05-19",718120,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-05-19",718117,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-05-19",718123,"night","Washington Nationals",0,"National League","NL East"
"2023-05-19",718116,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-05-19",718115,"night","Toronto Blue Jays",0,"American League","AL East"
"2023-05-19",718119,"night","New York Mets",1,"National League","NL East"
"2023-05-19",718110,"night","Atlanta Braves",1,"National League","NL East"
"2023-05-19",718114,"night","Texas Rangers",1,"American League","AL West"
"2023-05-19",718112,"night","Houston Astros",1,"American League","AL West"
"2023-05-19",718111,"night","Chicago White Sox",1,"American League","AL Central"
"2023-05-19",718113,"night","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-19",718106,"night","Los Angeles Angels",1,"American League","AL West"
"2023-05-19",718107,"night","San Diego Padres",0,"National League","NL West"
"2023-05-19",718105,"night","San Francisco Giants",1,"National League","NL West"
"2023-05-20",718104,"day","Chicago White Sox",1,"American League","AL Central"
"2023-05-20",718102,"day","Toronto Blue Jays",0,"American League","AL East"
"2023-05-20",718108,"day","Washington Nationals",1,"National League","NL East"
"2023-05-20",718101,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-20",718100,"day","Texas Rangers",1,"American League","AL West"
"2023-05-20",718097,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-05-20",718103,"day","San Francisco Giants",0,"National League","NL West"
"2023-05-20",718098,"day","Houston Astros",1,"American League","AL West"
"2023-05-20",718095,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-05-20",718093,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-05-20",718109,"night","St. Louis Cardinals",1,"National League","NL Central"
"2023-05-20",718094,"night","Atlanta Braves",0,"National League","NL East"
"2023-05-20",718096,"night","Los Angeles Angels",0,"American League","AL West"
"2023-05-20",718092,"night","San Diego Padres",0,"National League","NL West"
"2023-05-21",718085,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-05-21",718089,"day","Washington Nationals",1,"National League","NL East"
"2023-05-21",718091,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-21",718088,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-05-21",718090,"day","Atlanta Braves",1,"National League","NL East"
"2023-05-21",718087,"day","Toronto Blue Jays",0,"American League","AL East"
"2023-05-21",718099,"day","New York Mets",1,"National League","NL East"
"2023-05-21",718082,"night","New York Mets",1,"National League","NL East"
"2023-05-21",718081,"day","Tampa Bay Rays",0,"American League","AL East"
"2023-05-21",718086,"day","Houston Astros",1,"American League","AL West"
"2023-05-21",718084,"day","Chicago White Sox",1,"American League","AL Central"
"2023-05-21",718083,"day","St. Louis Cardinals",1,"National League","NL Central"
"2023-05-21",718076,"day","Texas Rangers",1,"American League","AL West"
"2023-05-21",718078,"day","San Francisco Giants",1,"National League","NL West"
"2023-05-21",718080,"day","Los Angeles Angels",1,"American League","AL West"
"2023-05-21",718079,"day","San Diego Padres",1,"National League","NL West"
"2023-05-22",718072,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-05-22",718075,"night","Pittsburgh Pirates",1,"National League","NL Central"
"2023-05-22",718071,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-05-22",718077,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-05-22",718073,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-05-22",718074,"night","Atlanta Braves",0,"National League","NL East"
"2023-05-22",718066,"night","Kansas City Royals",0,"American League","AL Central"
"2023-05-22",718067,"night","Minnesota Twins",0,"American League","AL Central"
"2023-05-22",718068,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-05-22",718069,"night","Colorado Rockies",1,"National League","NL West"
"2023-05-22",718070,"night","Los Angeles Angels",1,"American League","AL West"
"2023-05-22",718062,"night","Seattle Mariners",1,"American League","AL West"
"2023-05-23",718063,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-05-23",718065,"night","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-23",718059,"night","Cincinnati Reds",0,"National League","NL Central"
"2023-05-23",718061,"night","Tampa Bay Rays",0,"American League","AL East"
"2023-05-23",718060,"night","Philadelphia Phillies",0,"National League","NL East"
"2023-05-23",718064,"night","Washington Nationals",0,"National League","NL East"
"2023-05-23",718058,"night","New York Yankees",1,"American League","AL East"
"2023-05-23",718057,"night","Atlanta Braves",0,"National League","NL East"
"2023-05-23",718049,"night","Kansas City Royals",1,"American League","AL Central"
"2023-05-23",718055,"night","Chicago Cubs",1,"National League","NL Central"
"2023-05-23",718054,"night","Minnesota Twins",0,"American League","AL Central"
"2023-05-23",718056,"night","Milwaukee Brewers",1,"National League","NL Central"
"2023-05-23",718051,"night","Colorado Rockies",1,"National League","NL West"
"2023-05-23",718053,"night","Los Angeles Angels",1,"American League","AL West"
"2023-05-23",718050,"night","Seattle Mariners",1,"American League","AL West"
"2023-05-24",718045,"day","Pittsburgh Pirates",0,"National League","NL Central"
"2023-05-24",718043,"day","Philadelphia Phillies",1,"National League","NL East"
"2023-05-24",718047,"day","Minnesota Twins",1,"American League","AL Central"
"2023-05-24",718048,"day","Cleveland Guardians",0,"American League","AL Central"
"2023-05-24",718046,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-05-24",718041,"night","Cincinnati Reds",1,"National League","NL Central"
"2023-05-24",718044,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-05-24",718052,"night","Washington Nationals",1,"National League","NL East"
"2023-05-24",718040,"night","New York Yankees",0,"American League","AL East"
"2023-05-24",718042,"night","Atlanta Braves",1,"National League","NL East"
"2023-05-24",718039,"night","Kansas City Royals",0,"American League","AL Central"
"2023-05-24",718038,"night","Chicago Cubs",1,"National League","NL Central"
"2023-05-24",718036,"night","Colorado Rockies",0,"National League","NL West"
"2023-05-24",718034,"night","Los Angeles Angels",1,"American League","AL West"
"2023-05-24",718037,"night","Seattle Mariners",1,"American League","AL West"
"2023-05-25",718030,"day","Cincinnati Reds",0,"National League","NL Central"
"2023-05-25",718032,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-05-25",718033,"day","Colorado Rockies",1,"National League","NL West"
"2023-05-25",718035,"day","Washington Nationals",0,"National League","NL East"
"2023-05-25",718031,"night","Detroit Tigers",1,"American League","AL Central"
"2023-05-25",718029,"night","New York Yankees",0,"American League","AL East"
"2023-05-25",718026,"night","Atlanta Braves",1,"National League","NL East"
"2023-05-25",718024,"night","Chicago Cubs",0,"National League","NL Central"
"2023-05-25",718028,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-05-25",718025,"night","Seattle Mariners",1,"American League","AL West"
"2023-05-26",718027,"day","Chicago Cubs",0,"National League","NL Central"
"2023-05-26",718018,"night","Tampa Bay Rays",1,"American League","AL East"
"2023-05-26",718021,"night","Detroit Tigers",0,"American League","AL Central"
"2023-05-26",718020,"night","Baltimore Orioles",0,"American League","AL East"
"2023-05-26",718023,"night","New York Yankees",0,"American League","AL East"
"2023-05-26",718022,"night","Cleveland Guardians",1,"American League","AL Central"
"2023-05-26",718019,"night","Atlanta Braves",0,"National League","NL East"
"2023-05-26",718014,"night","Kansas City Royals",0,"American League","AL Central"
"2023-05-26",718013,"night","Minnesota Twins",0,"American League","AL Central"
"2023-05-26",718017,"night","Milwaukee Brewers",0,"National League","NL Central"
"2023-05-26",718016,"night","Colorado Rockies",0,"National League","NL West"
"2023-05-26",718015,"night","Los Angeles Angels",0,"American League","AL West"
"2023-05-26",718010,"night","Arizona Diamondbacks",0,"National League","NL West"
"2023-05-26",718009,"night","Oakland Athletics",0,"American League","AL West"
"2023-05-26",718012,"night","Seattle Mariners",0,"American League","AL West"
"2023-05-27",718006,"day","New York Yankees",1,"American League","AL East"
"2023-05-27",718005,"day","Detroit Tigers",1,"American League","AL Central"
"2023-05-27",718008,"day","Minnesota Twins",1,"American League","AL Central"
"2023-05-27",718001,"day","Baltimore Orioles",0,"American League","AL East"
"2023-05-27",718003,"day","Oakland Athletics",0,"American League","AL West"
"2023-05-27",718000,"day","Kansas City Royals",0,"American League","AL Central"
"2023-05-27",718004,"day","Seattle Mariners",1,"American League","AL West"
"2023-05-27",718002,"day","Tampa Bay Rays",0,"American League","AL East"
"2023-05-27",717997,"day","Atlanta Braves",0,"National League","NL East"
"2023-05-27",717999,"day","Milwaukee Brewers",0,"National League","NL Central"
"2023-05-27",717991,"day","Arizona Diamondbacks",0,"National League","NL West"
"2023-05-27",718007,"night","Chicago Cubs",0,"National League","NL Central"
"2023-05-27",717996,"night","Cleveland Guardians",0,"American League","AL Central"
"2023-05-27",718011,"night","Colorado Rockies",1,"National League","NL West"
"2023-05-27",717998,"night","Los Angeles Angels",0,"American League","AL West"
"2023-05-28",717994,"day","Tampa Bay Rays",1,"American League","AL East"
"2023-05-28",717990,"day","Baltimore Orioles",1,"American League","AL East"
"2023-05-28",717995,"day","New York Yankees",1,"American League","AL East"
"2023-05-28",717993,"day","Cleveland Guardians",1,"American League","AL Central"
"2023-05-28",717989,"day","Detroit Tigers",1,"American League","AL Central"
"2023-05-28",717985,"day","Kansas City Royals",1,"American League","AL Central"
"2023-05-28",717988,"day","Minnesota Twins",0,"American League","AL Central"
"2023-05-28",717986,"day","Milwaukee Brewers",1,"National League","NL Central"
"2023-05-28",717987,"day","Chicago Cubs",0,"National League","NL Central"
"2023-05-28",717982,"day","Colorado Rockies",1,"National League","NL West"
"2023-05-28",717980,"day","Oakland Athletics",0,"American League","AL West"
"2023-05-28",717984,"day","Los Angeles Angels",0,"American League","AL West"
"2023-05-28",717981,"day","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-28",717983,"day","Seattle Mariners",1,"American League","AL West"
"2023-05-28",717992,"night","Atlanta Braves",1,"National League","NL East"
"2023-05-29",717974,"day","Baltimore Orioles",0,"American League","AL East"
"2023-05-29",717979,"day","Detroit Tigers",0,"American League","AL Central"
"2023-05-29",717975,"day","St. Louis Cardinals",0,"National League","NL Central"
"2023-05-29",717976,"day","Chicago Cubs",1,"National League","NL Central"
"2023-05-29",717977,"day","Arizona Diamondbacks",1,"National League","NL West"
"2023-05-29",717968,"day","Houston Astros",0,"American League","AL West"
"2023-05-29",717978,"day","San Francisco Giants",1,"National League","NL West"
"2023-05-29",717970,"night","Oakland Athletics",1,"American League","AL West"
"2023-05-29",717971,"night","Chicago White Sox",0,"American League","AL Central"
"2023-05-29",717973,"night","Los Angeles Dodgers",1,"National League","NL West"
"2023-05-29",717969,"night","Seattle Mariners",0,"American League","AL West"
"2023-05-30",717964,"night","Detroit Tigers",0,"American League","AL Central"
"2023-05-30",717963,"night","Miami Marlins",0,"National League","NL East"
"2023-05-30",717967,"night","Baltimore Orioles",1,"American League","AL East"
"2023-05-30",717965,"night","Toronto Blue Jays",1,"American League","AL East"
"2023-05-30",717966,"night","Boston Red Sox",0,"American League","AL East"
"2023-05-30",717962,"night","New York Mets",1,"National League","NL East"
"2023-05-30",717960,"night","St. Louis Cardinals",1,"National League","NL Central"
"2023-05-30",717961,"night","Chicago Cubs",1,"National League","NL Central"
